amount_delta,amount_ratio,date_delta_days,merchant_match,currency_match,reference_similarity,candidate_count,payment_id,settlement_id,label
448300.0,1.7648865381334242,2.498738425925926,1,1,0.5625,4,PAY_2C94C4A4,SET_40A9C84D,0
168000.0,1.2866405050332708,0.3516550925925926,1,1,0.5625,4,PAY_2C94C4A4,SET_D6B99CAD,0
0.0,1.0,2.0,1,1,1.0,4,PAY_177465CB,SET_8FC92C77,1
722100.0,2.0553931598947677,1.529976851851852,1,1,0.625,4,PAY_177465CB,SET_B873C6D2,0
473900.0,0.30736626717334115,5.1727083333333335,1,1,0.5625,4,PAY_177465CB,SET_18B09FA1,0
508700.0,0.25650394621455713,2.472824074074074,1,1,0.625,4,PAY_177465CB,SET_85C29416,0
0.0,1.0,2.0,1,1,1.0,4,PAY_FF0AC571,SET_8FDC3D6A,1
545000.0,0.22397835682756656,6.9639699074074075,1,1,0.6875,4,PAY_FF0AC571,SET_1D17008D,0
30900.0,1.0439982913284922,0.8739467592592592,1,1,0.5625,4,PAY_FF0AC571,SET_450005D9,0
807100.0,2.1492239783568277,4.838622685185185,1,1,0.75,4,PAY_FF0AC571,SET_71FFD4BA,0
0.0,1.0,2.0,1,1,0.8648648648648649,4,PAY_C6C81CB7,SET_B23EAD2E,1
1773900.0,10.321597477666842,5.296678240740741,1,1,0.5625,4,PAY_C6C81CB7,SET_2F631070,0
1757000.0,10.232790331056227,6.784039351851852,1,1,0.625,4,PAY_C6C81CB7,SET_F4F30B84,0
1077600.0,6.662637940094587,1.8460416666666666,1,1,0.5625,4,PAY_C6C81CB7,SET_BE942E4D,0
0.0,1.0,2.0,1,1,1.0,4,PAY_8C17949E,SET_A019FE23,1
1866300.0,0.009972945732321893,5.848090277777778,1,1,0.5625,4,PAY_8C17949E,SET_C3DE6E08,0
1157300.0,0.3860803140416954,5.044317129629629,1,1,0.625,4,PAY_8C17949E,SET_0DC3FA1A,0
1739000.0,0.07750251976022492,6.072280092592592,1,1,0.75,4,PAY_8C17949E,SET_2728E1C7,0
0.0,1.0,7.0,1,1,1.0,4,PAY_F09D55E2,SET_ECB048E6,1
13107600.0,7.926442612555485,4.93712962962963,1,1,0.625,4,PAY_F09D55E2,SET_E1192191,0
112400.0,0.9406045233565842,2.395185185185185,1,1,0.625,4,PAY_F09D55E2,SET_5908B989,0
1167000.0,0.3833227647431833,6.381793981481482,1,1,0.5625,4,PAY_F09D55E2,SET_09E364A6,0
0.0,1.0,7.0,1,1,1.0,4,PAY_4DDE1A48,SET_5C40238A,1
702000.0,0.482339060541258,0.3880208333333333,1,1,0.5625,4,PAY_4DDE1A48,SET_DA16C958,0
272600.0,1.2010176240690214,3.021851851851852,1,1,0.5625,4,PAY_4DDE1A48,SET_58B28F12,0
109500.0,1.0807462576506157,6.89511574074074,1,1,0.625,4,PAY_4DDE1A48,SET_8D268E01,0
0.0,1.0,2.0,1,1,1.0,4,PAY_D631FFE0,SET_4BF7C85A,1
685100.0,1.9341423506953914,6.38056712962963,1,1,0.6875,4,PAY_D631FFE0,SET_9AC8A0C2,0
910600.0,2.241614398691028,2.7874189814814816,1,1,0.5625,4,PAY_D631FFE0,SET_A2D84565,0
252300.0,0.6559858194709571,5.978182870370371,1,1,0.625,4,PAY_D631FFE0,SET_830F4E33,0
0.0,1.0,2.0,1,1,1.0,4,PAY_FA7D0CDB,SET_29063A1C,1
798600.0,4.388205345778532,4.892685185185186,1,1,0.5625,4,PAY_FA7D0CDB,SET_13F1A58C,0
1742800.0,8.394145099703012,0.5578240740740741,1,1,0.5625,4,PAY_FA7D0CDB,SET_9C1A7386,0
49000.0,0.7921086126431905,1.5244791666666666,1,1,0.625,4,PAY_FA7D0CDB,SET_ECE389FA,0
0.0,1.0,7.0,1,1,1.0,4,PAY_FD450C82,SET_E7E03C4E,1
843800.0,0.30396766476944653,5.703298611111111,1,1,0.5625,4,PAY_FD450C82,SET_10AF473C,0
213100.0,1.1757815722180978,0.40901620370370373,1,1,0.6875,4,PAY_FD450C82,SET_DE9C9E14,0
842300.0,0.3052049822651159,2.5981944444444443,1,1,0.5625,4,PAY_FD450C82,SET_AED7BBA6,0
0.0,1.0,7.0,1,1,1.0,4,PAY_D2409E30,SET_9C46D6FE,1
692000.0,1.668211664735419,2.3769097222222224,1,1,0.75,4,PAY_D2409E30,SET_C164AB98,0
45400.0,0.9561606797991502,4.561284722222222,1,1,0.6875,4,PAY_D2409E30,SET_31C9ABFC,0
942800.0,1.91039011201236,0.7329861111111111,1,1,0.625,4,PAY_D2409E30,SET_9B6D07FD,0
0.0,1.0,2.0,1,1,1.0,4,PAY_7C07351C,SET_BC69C580,1
591700.0,0.18487394957983194,5.3001504629629625,1,1,0.75,4,PAY_7C07351C,SET_7BDA18CD,0
1006200.0,2.3861413417826145,4.50167824074074,1,1,0.5,4,PAY_7C07351C,SET_81D318F8,0
10600.0,0.98539743766359,3.990972222222222,1,1,0.5,4,PAY_7C07351C,SET_DA0BE913,0
0.0,1.0,2.0,1,1,1.0,4,PAY_E614460F,SET_7FFA84EB,1
545100.0,0.6864538395168248,5.418969907407408,1,1,0.5625,4,PAY_E614460F,SET_C31F55CA,0
1610500.0,0.07362668967500718,4.749756944444444,1,1,0.6875,4,PAY_E614460F,SET_C8463B7B,0
1247900.0,0.2821972965199885,2.5576967592592594,1,1,0.5625,4,PAY_E614460F,SET_7DC3DBD5,0
0.0,1.0,2.0,1,1,0.8648648648648649,4,PAY_AE0AC763,SET_00BAB2F4,1
1164500.0,29.89578163771712,4.576782407407407,1,1,0.5625,4,PAY_AE0AC763,SET_315ADE7C,0
1516900.0,38.640198511166254,3.983738425925926,1,1,0.5625,4,PAY_AE0AC763,SET_C512E33F,0
1230400.0,31.531017369727046,2.229236111111111,1,1,0.6875,4,PAY_AE0AC763,SET_8FC94D0C,0
0.0,1.0,2.0,1,1,1.0,4,PAY_B5ECBD9E,SET_E013A3BA,1
704600.0,6.663987138263666,4.747268518518519,1,1,0.625,4,PAY_B5ECBD9E,SET_EF27A595,0
378700.0,4.044212218649518,1.6179513888888888,1,1,0.625,4,PAY_B5ECBD9E,SET_FF496EA2,0
234500.0,2.885048231511254,2.674675925925926,1,1,0.625,4,PAY_B5ECBD9E,SET_394DDC09,0
0.0,1.0,2.0,1,1,1.0,4,PAY_376FEBA8,SET_E26B61C0,1
1262200.0,5.519155030433226,4.709618055555556,1,1,0.625,4,PAY_376FEBA8,SET_696F50B9,0
1217400.0,5.3587540279269605,3.103310185185185,1,1,0.5625,4,PAY_376FEBA8,SET_13AD864A,0
1628900.0,6.832080200501253,0.11524305555555556,1,1,0.5625,4,PAY_376FEBA8,SET_B3C3C771,0
0.0,1.0,2.0,1,1,1.0,4,PAY_D172F4A5,SET_571EAD34,1
4664600.0,6.583672492219296,1.3990856481481482,1,1,0.625,4,PAY_D172F4A5,SET_14170A4C,0
131100.0,0.8430691884127364,4.248032407407408,1,1,0.6875,4,PAY_D172F4A5,SET_EA284E43,0
711700.0,0.14807277950682307,4.577858796296296,1,1,0.5625,4,PAY_D172F4A5,SET_C0CB26FF,0
0.0,1.0,2.0,1,1,1.0,4,PAY_557FE8B3,SET_3D5A1E98,1
508600.0,0.6955584819825212,6.145150462962963,1,1,0.6875,4,PAY_557FE8B3,SET_B7935871,0
1012400.0,0.39399018316772416,6.5219907407407405,1,1,0.5,4,PAY_557FE8B3,SET_CD75D9EC,0
208400.0,0.8752543996169041,2.6415277777777777,1,1,0.6875,4,PAY_557FE8B3,SET_9B4827E4,0
0.0,1.0,2.0,1,1,1.0,4,PAY_290B0300,SET_26A7B2B3,1
195500.0,1.1127255953410597,2.8298842592592592,1,1,0.5625,4,PAY_290B0300,SET_43047B34,0
292000.0,0.8316323588767802,4.354444444444445,1,1,0.6875,4,PAY_290B0300,SET_9FA5650D,0
537900.0,0.6898460473966441,0.6374537037037037,1,1,0.5625,4,PAY_290B0300,SET_AA2096AF,0
0.0,1.0,2.0,1,1,0.8648648648648649,4,PAY_F92C2EAF,SET_8009AE6E,1
1557500.0,0.009790832220738763,5.0470138888888885,1,1,0.625,4,PAY_F92C2EAF,SET_947C7999,0
1348100.0,0.14292071968974507,3.046759259259259,1,1,0.5625,4,PAY_F92C2EAF,SET_1889D64B,0
442500.0,0.718672515735266,1.0058564814814814,1,1,0.6875,4,PAY_F92C2EAF,SET_B36D2D02,0
0.0,1.0,2.0,1,1,1.0,4,PAY_0549361A,SET_6F66D193,1
919600.0,3.1496026180458156,6.780266203703704,1,1,0.625,4,PAY_0549361A,SET_04DD9927,0
327300.0,0.23492286115007013,4.490752314814815,1,1,0.625,4,PAY_0549361A,SET_4003FC84,0
257400.0,0.39831697054698456,2.4026851851851854,1,1,0.625,4,PAY_0549361A,SET_8B5D67AC,0
0.0,1.0,2.0,1,1,1.0,4,PAY_85898412,SET_D1347095,1
34700.0,1.0223870967741935,3.769791666666667,1,1,0.625,4,PAY_85898412,SET_152B38CF,0
953300.0,0.3849677419354839,4.270902777777778,1,1,0.5625,4,PAY_85898412,SET_C4A9F3E4,0
515400.0,0.667483870967742,1.6146064814814816,1,1,0.5945945945945946,4,PAY_85898412,SET_71574BD3,0
0.0,1.0,2.0,1,1,1.0,4,PAY_0027F3CF,SET_8D0071FF,1
723700.0,2.6916783543712013,3.9654166666666666,1,1,0.5405405405405406,4,PAY_0027F3CF,SET_AE999CA6,0
5072200.0,12.856474988312295,4.761111111111111,1,1,0.625,4,PAY_0027F3CF,SET_ED105C62,0
1503100.0,4.513557737260402,0.8125578703703704,1,1,0.625,4,PAY_0027F3CF,SET_DA682D3D,0
0.0,1.0,2.0,1,1,1.0,4,PAY_2F7B1E29,SET_E5DF4C6B,1
6000.0,1.0065452165375806,1.6973726851851851,1,1,0.625,4,PAY_2F7B1E29,SET_1145CCC3,0
59800.0,1.0652339914912186,6.295833333333333,1,1,0.625,4,PAY_2F7B1E29,SET_2E72F78C,0
48200.0,0.9474200938147703,0.7997106481481482,1,1,0.625,4,PAY_2F7B1E29,SET_A44A04E6,0
0.0,1.0,2.0,1,1,1.0,4,PAY_3EFBD1D8,SET_5E32EBBA,1
703600.0,3.758134065072521,1.7128703703703703,1,1,0.6486486486486487,4,PAY_3EFBD1D8,SET_8DD8E0FB,0
1235700.0,5.843982751862015,4.785451388888889,1,1,0.6875,4,PAY_3EFBD1D8,SET_8FAFABB7,0
1104500.0,5.329674637397099,6.2544560185185185,1,1,0.625,4,PAY_3EFBD1D8,SET_699E96FC,0
0.0,1.0,2.0,1,1,1.0,4,PAY_03B8B07E,SET_FE04DA7B,1
1777400.0,0.09505625986456902,5.115671296296297,1,1,0.6875,4,PAY_03B8B07E,SET_083FA23B,0
1953200.0,0.005549615600020366,2.102326388888889,1,1,0.5625,4,PAY_03B8B07E,SET_6D1AD6E6,0
552100.0,0.7189043327732804,5.925983796296296,1,1,0.625,4,PAY_03B8B07E,SET_327DC99E,0
0.0,1.0,2.0,1,1,1.0,4,PAY_2EB9F3E7,SET_1BB55A0C,1
465900.0,2.579322033898305,1.6037962962962964,1,1,0.75,4,PAY_2EB9F3E7,SET_2D8F3F8A,0
920200.0,4.119322033898305,3.6031597222222222,1,1,0.625,4,PAY_2EB9F3E7,SET_0AA98C5C,0
430100.0,2.4579661016949155,6.365486111111111,1,1,0.625,4,PAY_2EB9F3E7,SET_1C9C3A0C,0
0.0,1.0,2.0,1,1,1.0,4,PAY_192C16A6,SET_B2AF6BD1,1
29736000.0,0.0088,0.3534027777777778,1,1,0.625,4,PAY_192C16A6,SET_A8B30E47,0
28537800.0,0.04874,3.8895833333333334,1,1,0.5625,4,PAY_192C16A6,SET_A3AA2411,0
29164000.0,0.027866666666666668,1.400474537037037,1,1,0.5625,4,PAY_192C16A6,SET_2636B7FD,0
0.0,1.0,2.0,1,1,1.0,4,PAY_16FA7783,SET_05962FBF,1
836800.0,0.3214401556925073,6.136342592592593,1,1,0.75,4,PAY_16FA7783,SET_791D06FD,0
458900.0,1.3721213104119365,6.126099537037037,1,1,0.625,4,PAY_16FA7783,SET_1325EFC7,0
1191900.0,0.03349010703859877,1.6984143518518517,1,1,0.625,4,PAY_16FA7783,SET_B1DF23A8,0
0.0,1.0,7.0,1,1,1.0,4,PAY_88538AC1,SET_A3824186,1
958900.0,0.410379388796655,2.955300925925926,1,1,0.5625,4,PAY_88538AC1,SET_5629A40A,0
196800.0,0.8789891163991883,3.4757060185185185,1,1,0.625,4,PAY_88538AC1,SET_D7CFF462,0
324100.0,1.1992867244665806,6.689861111111111,1,1,0.5625,4,PAY_88538AC1,SET_936DBA0B,0
0.0,1.0,2.0,1,1,0.8648648648648649,4,PAY_D4C92AC9,SET_5647F8C4,1
102600.0,0.9479319969550876,3.6136805555555553,1,1,0.625,4,PAY_D4C92AC9,SET_BCF94387,0
910600.0,0.537883785841157,1.701087962962963,1,1,0.625,4,PAY_D4C92AC9,SET_A212F9A5,0
1645300.0,0.16503425526516113,4.388819444444445,1,1,0.625,4,PAY_D4C92AC9,SET_AE0EF463,0
0.0,1.0,2.0,1,1,1.0,4,PAY_64D31379,SET_2235C187,1
970100.0,0.27857514687290846,4.713622685185185,1,1,0.6875,4,PAY_64D31379,SET_CEC79AEF,0
670100.0,0.5016732356659478,5.5259375,1,1,0.5625,4,PAY_64D31379,SET_B670B35C,0
43900.0,0.9673533130066185,6.596331018518518,1,1,0.6875,4,PAY_64D31379,SET_42C5E98D,0
0.0,1.0,2.0,1,1,1.0,4,PAY_B28CC808,SET_DBFB805B,1
293700.0,0.3792010145846544,0.45944444444444443,1,1,0.5625,4,PAY_B28CC808,SET_86A60BB9,0
391200.0,1.826886493341788,2.299074074074074,1,1,0.5625,4,PAY_B28CC808,SET_21C27761,0
277500.0,0.4134432466708941,6.751747685185185,1,1,0.625,4,PAY_B28CC808,SET_45CD6CB9,0
0.0,1.0,2.0,1,1,1.0,4,PAY_7F07E7D7,SET_2F5509EB,1
1279000.0,0.16850864646989988,6.6508564814814815,1,1,0.4864864864864865,4,PAY_7F07E7D7,SET_1D26CBA7,0
1475900.0,0.040501885320504485,2.950277777777778,1,1,0.625,4,PAY_7F07E7D7,SET_F8F7DAE1,0
1520400.0,0.011571967234429853,4.0959375,1,1,0.6875,4,PAY_7F07E7D7,SET_57110EBC,0
0.0,1.0,2.0,1,1,1.0,4,PAY_6A28FB28,SET_DFD228AF,1
986500.0,0.24694656488549618,4.058831018518519,1,1,0.4864864864864865,4,PAY_6A28FB28,SET_F6BFCE70,0
236000.0,1.1801526717557251,0.1451388888888889,1,1,0.5405405405405406,4,PAY_6A28FB28,SET_13D53865,0
1083600.0,0.17282442748091603,6.9128240740740745,1,1,0.625,4,PAY_6A28FB28,SET_96B405B9,0
0.0,1.0,2.0,1,1,1.0,4,PAY_EDAF0D7A,SET_5BB65277,1
520500.0,0.6143015931826602,6.599432870370371,1,1,0.5625,4,PAY_EDAF0D7A,SET_EF27A595,0
1077300.0,0.20170433493886625,0.11122685185185185,1,1,0.4864864864864865,4,PAY_EDAF0D7A,SET_34ED6A6A,0
846400.0,0.3728047424972212,0.23421296296296296,1,1,0.6875,4,PAY_EDAF0D7A,SET_FF496EA2,0
0.0,1.0,2.0,1,1,1.0,4,PAY_FB7BB419,SET_A6512222,1
373700.0,1.2680967070808522,1.720960648148148,1,1,0.6875,4,PAY_FB7BB419,SET_861D7865,0
1041600.0,0.25274409928976255,2.7984953703703703,1,1,0.5625,4,PAY_FB7BB419,SET_378A26B6,0
376200.0,1.2698902360284094,1.4437847222222222,1,1,0.5625,4,PAY_FB7BB419,SET_19780CD9,0
0.0,1.0,2.0,1,1,1.0,4,PAY_BCABB3E6,SET_717D4401,1
72100.0,0.8738628411476557,5.51324074074074,1,1,0.5625,4,PAY_BCABB3E6,SET_1203531E,0
511300.0,0.10549335199440169,3.7464699074074073,1,1,0.625,4,PAY_BCABB3E6,SET_96639AB3,0
14800.0,1.0258922323303008,4.176956018518519,1,1,0.6875,4,PAY_BCABB3E6,SET_2E95C861,0
0.0,1.0,7.0,1,1,1.0,4,PAY_461481E0,SET_FE91F088,1
706900.0,5.339472068753837,0.8271875,1,1,0.4864864864864865,4,PAY_461481E0,SET_2B2FF373,0
1481200.0,10.092694904849601,2.5719560185185184,1,1,0.75,4,PAY_461481E0,SET_1493D13A,0
169600.0,2.0411295273173726,5.884780092592592,1,1,0.625,4,PAY_461481E0,SET_43E3BCAB,0
0.0,1.0,2.0,1,1,1.0,4,PAY_4A269938,SET_8C86EDA4,1
59096700.0,0.015055,4.4356481481481485,1,1,0.5625,4,PAY_4A269938,SET_A4270B67,0
59297000.0,0.011716666666666667,5.022673611111111,1,1,0.625,4,PAY_4A269938,SET_C257ABF4,0
59401200.0,0.00998,2.782986111111111,1,1,0.6875,4,PAY_4A269938,SET_4A9DFCE0,0
0.0,1.0,2.0,1,1,1.0,4,PAY_CF50C469,SET_FBE4EDE2,1
378400.0,0.48228211793679027,3.5546064814814815,1,1,0.6875,4,PAY_CF50C469,SET_D2FDC2FE,0
954100.0,2.305376932548912,1.128113425925926,1,1,0.625,4,PAY_CF50C469,SET_4E34AB10,0
574700.0,0.21370912573539472,6.65386574074074,1,1,0.625,4,PAY_CF50C469,SET_5D4DD06A,0
0.0,1.0,2.0,1,1,1.0,4,PAY_6A62D0E5,SET_0C8DE7DD,1
1015800.0,0.2509954284028904,0.48596064814814816,1,1,0.5625,4,PAY_6A62D0E5,SET_F631C369,0
839200.0,0.38121221058840876,1.5596412037037037,1,1,0.625,4,PAY_6A62D0E5,SET_22BDAF93,0
311200.0,1.2294646807255567,4.691678240740741,1,1,0.625,4,PAY_6A62D0E5,SET_8113E0A2,0
0.0,1.0,2.0,1,1,1.0,4,PAY_2971F692,SET_6488539C,1
98000.0,1.1420495724017974,6.428414351851852,1,1,0.6875,4,PAY_2971F692,SET_1F7B9D98,0
1097700.0,2.5911001594433976,2.4606712962962964,1,1,0.5625,4,PAY_2971F692,SET_037FD299,0
4810100.0,7.972169879692709,3.1008449074074074,1,1,0.6875,4,PAY_2971F692,SET_D497C1B9,0
0.0,1.0,2.0,1,1,1.0,4,PAY_38803625,SET_8B78D0F4,1
1195400.0,0.2169527053583126,1.3860185185185185,1,1,0.5625,4,PAY_38803625,SET_A0F22440,0
377300.0,1.2471505305908555,1.171886574074074,1,1,0.5,4,PAY_38803625,SET_0A46EDCF,0
773400.0,0.49338399056727367,0.25399305555555557,1,1,0.5625,4,PAY_38803625,SET_8146CFE1,0
0.0,1.0,2.0,1,1,1.0,4,PAY_C10AC23A,SET_A29006DA,1
607000.0,1.6120802662095393,4.511412037037037,1,1,0.5625,4,PAY_C10AC23A,SET_3E63B67A,0
660300.0,1.6658263587778561,5.800636574074074,1,1,0.625,4,PAY_C10AC23A,SET_66DA1BD8,0
612000.0,0.38287788645759807,3.1610300925925925,1,1,0.6875,4,PAY_C10AC23A,SET_F573D633,0
0.0,1.0,7.0,1,1,1.0,4,PAY_1F1A7B20,SET_97B014DD,1
29779500.0,136.05442176870747,6.461550925925926,1,1,0.5625,4,PAY_1F1A7B20,SET_626287FA,0
733200.0,4.3251700680272105,2.4519907407407406,1,1,0.5625,4,PAY_1F1A7B20,SET_FFA9BF1E,0
164400.0,1.745578231292517,0.36506944444444445,1,1,0.625,4,PAY_1F1A7B20,SET_40E8546C,0
0.0,1.0,2.0,1,1,1.0,4,PAY_0F9C6F36,SET_BA63C7B1,1
14619200.0,39.390756302521005,5.020856481481482,1,1,0.625,4,PAY_0F9C6F36,SET_5D27C713,0
646200.0,2.696953781512605,1.1952777777777779,1,1,0.6875,4,PAY_0F9C6F36,SET_EC810AB5,0
840800.0,3.207983193277311,2.8505555555555557,1,1,0.5625,4,PAY_0F9C6F36,SET_D38B7E3F,0
0.0,1.0,2.0,1,1,1.0,4,PAY_907CB983,SET_DC54C0BE,1
1660100.0,0.14844832008207232,0.44440972222222225,1,1,0.5625,4,PAY_907CB983,SET_332BE49C,0
754700.0,0.6128750961785073,0.005671296296296297,1,1,0.5625,4,PAY_907CB983,SET_B8CC82AB,0
118700.0,0.9391125929725571,2.4938657407407407,1,1,0.625,4,PAY_907CB983,SET_5E2F63B5,0
0.0,1.0,2.0,1,1,1.0,4,PAY_97880A3D,SET_19780CD9,1
1668700.0,0.05728489915823965,2.653726851851852,1,1,0.5625,4,PAY_97880A3D,SET_642BF65C,0
1417800.0,0.19902830348567876,3.3547106481481483,1,1,0.625,4,PAY_97880A3D,SET_378A26B6,0
2500.0,0.9985876504152308,2.277175925925926,1,1,0.6875,4,PAY_97880A3D,SET_861D7865,0
0.0,1.0,2.0,1,1,1.0,4,PAY_2B23B7DE,SET_4C7CBAFA,1
910400.0,2.091999520211107,4.092708333333333,1,1,0.5405405405405406,4,PAY_2B23B7DE,SET_63F37C4C,0
29166300.0,35.98416696653472,3.2852083333333333,1,1,0.5625,4,PAY_2B23B7DE,SET_7D6AB839,0
733800.0,1.8801727240014394,5.018854166666666,1,1,0.625,4,PAY_2B23B7DE,SET_0D59B43D,0
0.0,1.0,2.0,1,1,1.0,4,PAY_82F6B0E4,SET_95EC9ABC,1
68200.0,0.7691266079891672,3.224861111111111,1,1,0.625,4,PAY_82F6B0E4,SET_1C95BD56,0
204100.0,1.6909275558564658,2.6344560185185184,1,1,0.6875,4,PAY_82F6B0E4,SET_1203531E,0
5800.0,1.019634394041977,4.806435185185185,1,1,0.5625,4,PAY_82F6B0E4,SET_543677C8,0
0.0,1.0,7.0,1,1,1.0,4,PAY_3737451C,SET_397C9F73,1
377800.0,1.518173090111096,6.7617824074074075,1,1,0.625,4,PAY_3737451C,SET_720C363D,0
214900.0,0.7052530517075847,2.6833796296296297,1,1,0.6875,4,PAY_3737451C,SET_6952CC9C,0
500400.0,1.686325606912632,4.2252777777777775,1,1,0.5625,4,PAY_3737451C,SET_BD73D145,0
0.0,1.0,2.0,1,1,1.0,4,PAY_1F7444FD,SET_680F9ECE,1
196600.0,1.3694794211614358,1.8736574074074075,1,1,0.6875,4,PAY_1F7444FD,SET_F431091C,0
1052600.0,2.978199586543883,1.1636342592592592,1,1,0.6875,4,PAY_1F7444FD,SET_D13F2B96,0
203200.0,1.3818831046795714,1.4402546296296297,1,1,0.5625,4,PAY_1F7444FD,SET_60C06361,0
0.0,1.0,2.0,1,1,1.0,4,PAY_D3109604,SET_DEEED275,1
129600.0,1.2064351704364447,1.020185185185185,1,1,0.6875,4,PAY_D3109604,SET_98C1E859,0
442600.0,1.7050015928639695,2.7268287037037036,1,1,0.5405405405405406,4,PAY_D3109604,SET_EAF99810,0
347900.0,0.4458426250398216,0.3857407407407407,1,1,0.5625,4,PAY_D3109604,SET_ABFB9E8F,0
0.0,1.0,2.0,1,1,1.0,4,PAY_5D57C3FF,SET_7B79E049,1
151800.0,0.8298587760591796,5.164872685185185,1,1,0.625,4,PAY_5D57C3FF,SET_B2FA5D1E,0
787900.0,1.8830979600986326,4.904421296296296,1,1,0.5625,4,PAY_5D57C3FF,SET_AFF06BEA,0
376300.0,1.4217664200851827,6.346203703703703,1,1,0.625,4,PAY_5D57C3FF,SET_D57C367C,0
0.0,1.0,2.0,1,1,1.0,4,PAY_96C1C795,SET_01E9E6B6,1
285400.0,0.7324458610668416,5.075648148148148,1,1,0.625,4,PAY_96C1C795,SET_5C6EAFF6,0
