amount_delta,amount_ratio,amount_exact_match,date_delta_days,date_within_window,merchant_match,currency_match,reference_similarity,reference_exact_match,candidate_count,payment_id,settlement_id,scenario,label
0.0,1.0,1.0,38.409502314814816,0.0,0.0,1.0,0.5625,0.0,5.0,PAY_6C0F8C45,SET_1B4E83DA,CLEAN,0
1400.0,0.9980910826288519,0.0,55.321550925925926,0.0,0.0,1.0,0.625,0.0,5.0,PAY_6C0F8C45,SET_6ACEBBD6,CLEAN,0
0.0,1.0,1.0,38.409502314814816,0.0,0.0,1.0,0.875,0.0,5.0,PAY_6C0F8C45,SET_1B4E83DA,CLEAN,0
114000.0,0.844559585492228,0.0,63.03740740740741,0.0,0.0,1.0,0.6875,0.0,5.0,PAY_6C0F8C45,SET_98BA0751,CLEAN,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,PAY_1DB4E98F,SET_62B2351E,DUPLICATE,1
1700.0,0.9927874416631312,0.0,53.51063657407408,0.0,0.0,1.0,0.5625,0.0,4.0,PAY_1DB4E98F,SET_FC455016,DUPLICATE,0
248800.0,0.48648090815273476,0.0,51.54194444444445,0.0,0.0,1.0,0.5625,0.0,4.0,PAY_1DB4E98F,SET_5B306CA6,DUPLICATE,0
948400.0,0.1990541339413901,0.0,49.149097222222224,0.0,0.0,1.0,0.625,0.0,4.0,PAY_1DB4E98F,SET_A4AD2950,DUPLICATE,0
0.0,1.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,4.0,PAY_ABCBB3A0,SET_A3A33947,TIMING_DIFFERENCE,1
800.0,0.9993405325199901,0.0,2.5868055555555554,1.0,0.0,1.0,0.0,0.0,4.0,PAY_ABCBB3A0,SET_C17C5860,TIMING_DIFFERENCE,0
945200.0,0.22032500206219582,0.0,0.7012268518518519,1.0,0.0,1.0,0.0,0.0,4.0,PAY_ABCBB3A0,SET_347D9879,TIMING_DIFFERENCE,0
97700.0,0.9254198473282442,0.0,9.238194444444444,0.0,0.0,1.0,0.0,0.0,4.0,PAY_ABCBB3A0,SET_D6E88D8E,TIMING_DIFFERENCE,0
0.0,1.0,1.0,7.0,0.0,1.0,1.0,1.0,1.0,5.0,PAY_552B7454,SET_C0B3C3D7,TIMING_DIFFERENCE,1
0.0,1.0,1.0,39.43641203703704,0.0,0.0,1.0,0.5625,0.0,5.0,PAY_552B7454,SET_26113DB0,TIMING_DIFFERENCE,0
3600.0,0.996523754345307,0.0,17.78704861111111,0.0,0.0,1.0,0.5625,0.0,5.0,PAY_552B7454,SET_E349B6D2,TIMING_DIFFERENCE,0
0.0,1.0,1.0,39.43641203703704,0.0,0.0,1.0,0.875,0.0,5.0,PAY_552B7454,SET_26113DB0,TIMING_DIFFERENCE,0
647600.0,0.3746620316724604,0.0,3.072986111111111,1.0,0.0,1.0,0.4864864864864865,0.0,5.0,PAY_552B7454,SET_4E78EFFB,TIMING_DIFFERENCE,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,PAY_0053FD08,SET_E441CD76,FEE_VARIANCE,1
3200.0,0.995611027293924,0.0,64.01762731481482,0.0,0.0,1.0,0.6875,0.0,4.0,PAY_0053FD08,SET_994183A0,FEE_VARIANCE,0
132400.0,0.8457415821973668,0.0,51.51898148148148,0.0,0.0,1.0,0.21621621621621623,0.0,4.0,PAY_0053FD08,SET_DA60D71B,FEE_VARIANCE,0
139600.0,0.8076870092299214,0.0,32.316631944444445,0.0,0.0,1.0,0.4864864864864865,0.0,4.0,PAY_0053FD08,SET_C1A6A3B5,FEE_VARIANCE,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,PAY_894684AF,SET_A21BC94A,CHARGEBACK,1
4400.0,0.997475471914625,0.0,3.296423611111111,1.0,0.0,1.0,0.6875,0.0,4.0,PAY_894684AF,SET_841A7077,CHARGEBACK,0
303800.0,0.8252516537244752,0.0,30.88797453703704,0.0,0.0,1.0,0.625,0.0,4.0,PAY_894684AF,SET_AE3414C1,CHARGEBACK,0
867300.0,0.5011216566005177,0.0,13.673020833333334,0.0,0.0,1.0,0.625,0.0,4.0,PAY_894684AF,SET_0F2E5A83,CHARGEBACK,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8648648648648649,0.0,5.0,PAY_31EE0EEF,SET_54436A45,REFERENCE_TYPO,1
0.0,1.0,1.0,2.746087962962963,1.0,0.0,1.0,0.625,0.0,5.0,PAY_31EE0EEF,SET_CC915C74,REFERENCE_TYPO,0
300.0,0.9926108374384236,0.0,11.013969907407407,0.0,1.0,1.0,0.5,0.0,5.0,PAY_31EE0EEF,SET_693FE264,REFERENCE_TYPO,0
0.0,1.0,1.0,2.746087962962963,1.0,0.0,1.0,0.875,0.0,5.0,PAY_31EE0EEF,SET_CC915C74,REFERENCE_TYPO,0
1343800.0,0.02911639332418178,0.0,18.545011574074074,0.0,0.0,1.0,0.625,0.0,5.0,PAY_31EE0EEF,SET_6B20D191,REFERENCE_TYPO,0
5000.0,0.9970188409253518,0.0,16.322708333333335,0.0,0.0,1.0,0.0,0.0,4.0,PAY_7DFBD7FD,SET_9DFEB7D1,MISSING_SETTLEMENT,0
32000.0,0.9808635330702069,0.0,25.51773148148148,0.0,0.0,1.0,0.0,0.0,4.0,PAY_7DFBD7FD,SET_DCD1EAB0,MISSING_SETTLEMENT,0
292200.0,0.8512522907758094,0.0,17.69871527777778,0.0,0.0,1.0,0.0,0.0,4.0,PAY_7DFBD7FD,SET_A05B5E30,MISSING_SETTLEMENT,0
1180200.0,0.2942231790455687,0.0,3.446736111111111,1.0,0.0,1.0,0.0,0.0,4.0,PAY_7DFBD7FD,SET_1A7F184B,MISSING_SETTLEMENT,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,PAY_EA6F5F63,SET_07F3BCF6,CLEAN,1
300.0,0.9975942261427426,0.0,14.226851851851851,0.0,0.0,1.0,0.0,0.0,4.0,PAY_EA6F5F63,SET_F5180500,CLEAN,0
366200.0,0.2535670607419486,0.0,12.273761574074074,0.0,0.0,1.0,0.0,0.0,4.0,PAY_EA6F5F63,SET_66799656,CLEAN,0
664600.0,0.1576679340937896,0.0,33.80574074074074,0.0,0.0,1.0,0.0,0.0,4.0,PAY_EA6F5F63,SET_E600CE75,CLEAN,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,PAY_E8B814C4,SET_FC8AE059,CLEAN,1
2400.0,0.99140708915145,0.0,4.713229166666666,0.0,0.0,1.0,0.625,0.0,4.0,PAY_E8B814C4,SET_CB2B2A97,CLEAN,0
1050700.0,0.21,0.0,5.844398148148148,0.0,0.0,1.0,0.625,0.0,4.0,PAY_E8B814C4,SET_8DFFABF5,CLEAN,0
79800.0,0.7142857142857143,0.0,2.729247685185185,1.0,0.0,1.0,0.5,0.0,4.0,PAY_E8B814C4,SET_A28E5896,CLEAN,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,PAY_856E027F,SET_83405EDC,OTHER,1
5000.0,0.9940148431888916,0.0,19.001041666666666,0.0,0.0,1.0,0.0,0.0,4.0,PAY_856E027F,SET_A9C013AA,OTHER,0
511000.0,0.3883169739047163,0.0,49.592025462962965,0.0,0.0,1.0,0.0,0.0,4.0,PAY_856E027F,SET_0C2BF285,OTHER,0
516500.0,0.6179451142836009,0.0,4.169039351851852,0.0,0.0,1.0,0.0,0.0,4.0,PAY_856E027F,SET_F1CC2AC3,OTHER,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,PAY_10272E30,SET_33A45BA5,FEE_VARIANCE,1
3500.0,0.997904944331378,0.0,17.887546296296296,0.0,0.0,1.0,0.625,0.0,4.0,PAY_10272E30,SET_19624DF8,FEE_VARIANCE,0
980200.0,0.413264695319047,0.0,6.775416666666667,0.0,0.0,1.0,0.5625,0.0,4.0,PAY_10272E30,SET_03795CD8,FEE_VARIANCE,0
220900.0,0.867772057943254,0.0,8.044039351851852,0.0,0.0,1.0,0.625,0.0,4.0,PAY_10272E30,SET_ED632B76,FEE_VARIANCE,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,PAY_FDDD14C7,SET_F7C55FA0,UNEXPLAINED_DELTA,1
2300.0,0.9986738165253993,0.0,34.67664351851852,0.0,0.0,1.0,0.5625,0.0,4.0,PAY_FDDD14C7,SET_6E90D9EE,UNEXPLAINED_DELTA,0
272600.0,0.8428184281842819,0.0,11.883831018518519,0.0,0.0,1.0,0.625,0.0,4.0,PAY_FDDD14C7,SET_007FAEEE,UNEXPLAINED_DELTA,0
1553300.0,0.1043648734359684,0.0,24.98033564814815,0.0,0.0,1.0,0.6875,0.0,4.0,PAY_FDDD14C7,SET_AD6D6F51,UNEXPLAINED_DELTA,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8648648648648649,0.0,5.0,PAY_C1A80976,SET_42FAF2F5,REFERENCE_TYPO,1
0.0,1.0,1.0,37.9740625,0.0,0.0,1.0,0.625,0.0,5.0,PAY_C1A80976,SET_65C2E3F3,REFERENCE_TYPO,0
3000.0,0.998092695021934,0.0,1.3902314814814816,1.0,0.0,1.0,0.75,0.0,5.0,PAY_C1A80976,SET_01E2FD6B,REFERENCE_TYPO,0
0.0,1.0,1.0,37.9740625,0.0,0.0,1.0,0.875,0.0,5.0,PAY_C1A80976,SET_65C2E3F3,REFERENCE_TYPO,0
130100.0,0.9236054022313565,0.0,5.910601851851852,0.0,0.0,1.0,0.5625,0.0,5.0,PAY_C1A80976,SET_213082F1,REFERENCE_TYPO,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,PAY_D4122B89,SET_5C7EB4BE,CHARGEBACK,1
0.0,1.0,1.0,40.480555555555554,0.0,0.0,1.0,0.625,0.0,5.0,PAY_D4122B89,SET_E031842B,CHARGEBACK,0
200.0,0.9995327102803738,0.0,2.7926273148148146,1.0,0.0,1.0,0.625,0.0,5.0,PAY_D4122B89,SET_63127941,CHARGEBACK,0
0.0,1.0,1.0,40.480555555555554,0.0,0.0,1.0,0.875,0.0,5.0,PAY_D4122B89,SET_E031842B,CHARGEBACK,0
515200.0,0.45365853658536587,0.0,35.18443287037037,0.0,0.0,1.0,0.625,0.0,5.0,PAY_D4122B89,SET_CD2B86C9,CHARGEBACK,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,PAY_5012EF6A,SET_CE2D6B94,CLEAN,1
3000.0,0.9980645161290322,0.0,11.307881944444444,0.0,0.0,1.0,0.625,0.0,4.0,PAY_5012EF6A,SET_24EB64F7,CLEAN,0
14700.0,0.9906052278392024,0.0,9.673958333333333,0.0,0.0,1.0,0.6875,0.0,4.0,PAY_5012EF6A,SET_83808F73,CLEAN,0
475400.0,0.6932903225806452,0.0,23.591886574074074,0.0,0.0,1.0,0.625,0.0,4.0,PAY_5012EF6A,SET_F18675A8,CLEAN,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,PAY_0D56BBCA,SET_E031842B,CLEAN,1
0.0,1.0,1.0,44.480555555555554,0.0,0.0,1.0,0.0,0.0,5.0,PAY_0D56BBCA,SET_5C7EB4BE,CLEAN,0
4400.0,0.9897148200093502,0.0,22.850787037037037,0.0,0.0,1.0,0.0,0.0,5.0,PAY_0D56BBCA,SET_118D273D,CLEAN,0
0.0,1.0,1.0,44.480555555555554,0.0,0.0,1.0,0.0,0.0,5.0,PAY_0D56BBCA,SET_5C7EB4BE,CLEAN,0
367200.0,0.14165497896213183,0.0,8.485451388888889,0.0,0.0,1.0,0.0,0.0,5.0,PAY_0D56BBCA,SET_78E12022,CLEAN,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,PAY_9C72D0E6,SET_C3776108,CLEAN,1
600.0,0.999345478346242,0.0,13.513715277777777,0.0,0.0,1.0,0.5945945945945946,0.0,4.0,PAY_9C72D0E6,SET_D6D26693,CLEAN,0
311600.0,0.7463160465684279,0.0,31.119039351851853,0.0,0.0,1.0,0.6875,0.0,4.0,PAY_9C72D0E6,SET_E8C729C6,CLEAN,0
487200.0,0.4685284171484673,0.0,0.04621527777777778,1.0,0.0,1.0,0.75,0.0,4.0,PAY_9C72D0E6,SET_7876AC41,CLEAN,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,6.0,PAY_FA119B87,SET_18AF5892,CLEAN,1
0.0,1.0,1.0,10.19025462962963,0.0,0.0,1.0,0.0,0.0,6.0,PAY_FA119B87,SET_7049CE14,CLEAN,0
0.0,1.0,1.0,19.50491898148148,0.0,0.0,1.0,0.0,0.0,6.0,PAY_FA119B87,SET_AA7D4B2F,CLEAN,0
4500.0,0.982359858878871,0.0,34.22721064814815,0.0,0.0,1.0,0.0,0.0,6.0,PAY_FA119B87,SET_A9F0A537,CLEAN,0
0.0,1.0,1.0,19.50491898148148,0.0,0.0,1.0,0.0,0.0,6.0,PAY_FA119B87,SET_AA7D4B2F,CLEAN,0
1596300.0,0.13778762017932375,0.0,22.413356481481483,0.0,0.0,1.0,0.0,0.0,6.0,PAY_FA119B87,SET_1838C7C5,CLEAN,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,PAY_D1F3BD1C,SET_A5B99FDB,REFUND,1
2400.0,0.9987795575896262,0.0,5.903483796296296,0.0,0.0,1.0,0.5625,0.0,4.0,PAY_D1F3BD1C,SET_C5BDB89E,REFUND,0
829300.0,0.5777709892571661,0.0,17.439918981481483,0.0,0.0,1.0,0.625,0.0,4.0,PAY_D1F3BD1C,SET_4A0DE2DF,REFUND,0
1760700.0,0.10355888193065527,0.0,9.093738425925926,0.0,0.0,1.0,0.625,0.0,4.0,PAY_D1F3BD1C,SET_512B225C,REFUND,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,PAY_CEA9F82E,SET_654F907C,CLEAN,1
900.0,0.9969491525423729,0.0,9.282650462962962,0.0,0.0,1.0,0.625,0.0,4.0,PAY_CEA9F82E,SET_6FF84BBF,CLEAN,0
1449300.0,0.16912228401077797,0.0,0.4720023148148148,1.0,0.0,1.0,0.5405405405405406,0.0,4.0,PAY_CEA9F82E,SET_05C4E600,CLEAN,0
809700.0,0.2670408255635014,0.0,24.99190972222222,0.0,0.0,1.0,0.625,0.0,4.0,PAY_CEA9F82E,SET_36BEF1C5,CLEAN,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.11428571428571428,0.0,5.0,PAY_6A5C36B7,SET_B62B2908,HIGH_VALUE_ANOMALY,1
0.0,1.0,1.0,21.020416666666666,0.0,0.0,1.0,0.11428571428571428,0.0,5.0,PAY_6A5C36B7,SET_0EE42F38,HIGH_VALUE_ANOMALY,0
0.0,1.0,1.0,8.431099537037037,0.0,0.0,1.0,0.11428571428571428,0.0,5.0,PAY_6A5C36B7,SET_C4671A05,HIGH_VALUE_ANOMALY,0
0.0,1.0,1.0,8.998078703703703,0.0,0.0,1.0,0.875,0.0,5.0,PAY_6A5C36B7,SET_2470920C,HIGH_VALUE_ANOMALY,0
28246600.0,0.05844666666666667,0.0,32.59313657407407,0.0,0.0,1.0,0.625,0.0,5.0,PAY_6A5C36B7,SET_5D70CFFD,HIGH_VALUE_ANOMALY,0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,PAY_0F661337,SET_E1F667BB,CLEAN,1
0.0,1.0,1.0,6.474328703703704,0.0,0.0,1.0,0.6875,0.0,5.0,PAY_0F661337,SET_05CD5F0B,CLEAN,0
4300.0,0.9965131365553033,0.0,16.170844907407407,0.0,0.0,1.0,0.625,0.0,5.0,PAY_0F661337,SET_1D8CF1F9,CLEAN,0
0.0,1.0,1.0,6.474328703703704,0.0,0.0,1.0,0.875,0.0,5.0,PAY_0F661337,SET_05CD5F0B,CLEAN,0
1214400.0,0.015244891339604282,0.0,38.784305555555555,0.0,0.0,1.0,0.625,0.0,5.0,PAY_0F661337,SET_4F0AB090,CLEAN,0
